# qubits,ave_fault,ave_time
2,1.0,0.1626559488773346
3,1.0,0.1805217592716217
4,1.0,0.19721322321891785
5,1.0,0.21766091895103454
6,1.0,0.23399364399909972
7,0.841,0.24980458736419678
8,0.339,0.26976501393318175
9,0.117,0.2925613913536072
10,0.075,0.31166283321380617
11,0.068,0.33003573775291445
12,0.07,0.35351124048233035
