# qubits,ave_fault,ave_time
2,0.168,0.002663867950439453
3,0.062,0.00274674916267395
4,0.049,0.0028666746616363525
5,0.046,0.002964915037155151
6,0.043,0.0030922653675079345
7,0.04,0.003168097496032715
8,0.052,0.0032507266998291016
9,0.04,0.003342024087905884
10,0.039,0.0035213117599487303
11,0.046,0.0036684253215789795
12,0.046,0.003906469583511352
